,Year,County,Income Poverty Ratio Category,Not Insured
2715,2015,Carroll,<= 250% of Poverty,1828
2716,2015,Carroll,<= 138% of Poverty,1149
2717,2015,Carroll,<= 400% of Poverty,2206
2718,2015,Carroll,138% to 400% of Poverty,1057
2719,2015,Carter,All Incomes,6177
2720,2015,Carter,<= 200% of Poverty,4145
2721,2015,Carter,<= 250% of Poverty,4818
2722,2015,Carter,<= 138% of Poverty,3186
2723,2015,Carter,<= 400% of Poverty,5768
2724,2015,Carter,138% to 400% of Poverty,2582
2725,2015,Cheatham,All Incomes,3834
2726,2015,Cheatham,<= 200% of Poverty,2229
2727,2015,Cheatham,<= 250% of Poverty,2663
2728,2015,Cheatham,<= 138% of Poverty,1583
2729,2015,Cheatham,<= 400% of Poverty,3414
2730,2015,Cheatham,138% to 400% of Poverty,1831
2731,2015,Chester,All Incomes,1605
2732,2015,Chester,<= 200% of Poverty,1019
2733,2015,Chester,<= 250% of Poverty,1214
2734,2015,Chester,<= 138% of Poverty,764
2735,2015,Chester,<= 400% of Poverty,1470
2736,2015,Chester,138% to 400% of Poverty,706
2737,2015,Claiborne,All Incomes,3026
2738,2015,Claiborne,<= 200% of Poverty,1960
2739,2015,Claiborne,<= 250% of Poverty,2309
2740,2015,Claiborne,<= 138% of Poverty,1469
2741,2015,Claiborne,<= 400% of Poverty,2813
2742,2015,Claiborne,138% to 400% of Poverty,1344
2743,2015,Clay,All Incomes,817
2744,2015,Clay,<= 200% of Poverty,569
2745,2015,Clay,<= 250% of Poverty,656
2746,2015,Clay,<= 138% of Poverty,435
2747,2015,Clay,<= 400% of Poverty,765
2748,2015,Clay,138% to 400% of Poverty,330
2749,2015,Cocke,All Incomes,3252
2750,2015,Cocke,<= 200% of Poverty,2255
2751,2015,Cocke,<= 250% of Poverty,2588
2752,2015,Cocke,<= 138% of Poverty,1782
2753,2015,Cocke,<= 400% of Poverty,3034
2754,2015,Cocke,138% to 400% of Poverty,1252
2755,2015,Coffee,All Incomes,5513
2756,2015,Coffee,<= 200% of Poverty,3582
2757,2015,Coffee,<= 250% of Poverty,4147
2758,2015,Coffee,<= 138% of Poverty,2580
2759,2015,Coffee,<= 400% of Poverty,5027
2760,2015,Coffee,138% to 400% of Poverty,2447
2761,2015,Crockett,All Incomes,1839
2762,2015,Crockett,<= 200% of Poverty,1170
2763,2015,Crockett,<= 250% of Poverty,1407
2764,2015,Crockett,<= 138% of Poverty,858
2765,2015,Crockett,<= 400% of Poverty,1712
2766,2015,Crockett,138% to 400% of Poverty,854
2767,2015,Cumberland,All Incomes,5643
2768,2015,Cumberland,<= 200% of Poverty,3695
2769,2015,Cumberland,<= 250% of Poverty,4342
2770,2015,Cumberland,<= 138% of Poverty,2621
2771,2015,Cumberland,<= 400% of Poverty,5196
2772,2015,Cumberland,138% to 400% of Poverty,2575
2773,2015,Davidson,All Incomes,81013
2774,2015,Davidson,<= 200% of Poverty,50144
2775,2015,Davidson,<= 250% of Poverty,59370
2776,2015,Davidson,<= 138% of Poverty,35182
2777,2015,Davidson,<= 400% of Poverty,72480
2778,2015,Davidson,138% to 400% of Poverty,37298
2779,2015,Decatur,All Incomes,1254
2780,2015,Decatur,<= 200% of Poverty,842
2781,2015,Decatur,<= 250% of Poverty,971
2782,2015,Decatur,<= 138% of Poverty,643
2783,2015,Decatur,<= 400% of Poverty,1159
2784,2015,Decatur,138% to 400% of Poverty,516
2785,2015,DeKalb,All Incomes,2395
2786,2015,DeKalb,<= 200% of Poverty,1593
2787,2015,DeKalb,<= 250% of Poverty,1887
2788,2015,DeKalb,<= 138% of Poverty,1190
2789,2015,DeKalb,<= 400% of Poverty,2236
2790,2015,DeKalb,138% to 400% of Poverty,1046
2791,2015,Dickson,All Incomes,5094
2792,2015,Dickson,<= 200% of Poverty,3140
2793,2015,Dickson,<= 250% of Poverty,3717
2794,2015,Dickson,<= 138% of Poverty,2168
2795,2015,Dickson,<= 400% of Poverty,4596
2796,2015,Dickson,138% to 400% of Poverty,2428
2797,2015,Dyer,All Incomes,3207
2798,2015,Dyer,<= 200% of Poverty,1963
2799,2015,Dyer,<= 250% of Poverty,2320
2800,2015,Dyer,<= 138% of Poverty,1455
2801,2015,Dyer,<= 400% of Poverty,2892
2802,2015,Dyer,138% to 400% of Poverty,1437
2803,2015,Fayette,All Incomes,3046
2804,2015,Fayette,<= 200% of Poverty,1733
2805,2015,Fayette,<= 250% of Poverty,2106
2806,2015,Fayette,<= 138% of Poverty,1256
2807,2015,Fayette,<= 400% of Poverty,2644
2808,2015,Fayette,138% to 400% of Poverty,1388
2809,2015,Fentress,All Incomes,1897
2810,2015,Fentress,<= 200% of Poverty,1348
2811,2015,Fentress,<= 250% of Poverty,1552
2812,2015,Fentress,<= 138% of Poverty,1015
2813,2015,Fentress,<= 400% of Poverty,1794
2814,2015,Fentress,138% to 400% of Poverty,779
2815,2015,Franklin,All Incomes,3603
2816,2015,Franklin,<= 200% of Poverty,2194
2817,2015,Franklin,<= 250% of Poverty,2645
2818,2015,Franklin,<= 138% of Poverty,1601
2819,2015,Franklin,<= 400% of Poverty,3267
2820,2015,Franklin,138% to 400% of Poverty,1666
2821,2015,Gibson,All Incomes,4375
2822,2015,Gibson,<= 200% of Poverty,2738
2823,2015,Gibson,<= 250% of Poverty,3229
2824,2015,Gibson,<= 138% of Poverty,1982
2825,2015,Gibson,<= 400% of Poverty,3977
2826,2015,Gibson,138% to 400% of Poverty,1995
2827,2015,Giles,All Incomes,2882
2828,2015,Giles,<= 200% of Poverty,1828
2829,2015,Giles,<= 250% of Poverty,2166
2830,2015,Giles,<= 138% of Poverty,1318
2831,2015,Giles,<= 400% of Poverty,2657
2832,2015,Giles,138% to 400% of Poverty,1339
2833,2015,Grainger,All Incomes,2388
2834,2015,Grainger,<= 200% of Poverty,1579
2835,2015,Grainger,<= 250% of Poverty,1841
2836,2015,Grainger,<= 138% of Poverty,1145
2837,2015,Grainger,<= 400% of Poverty,2214
2838,2015,Grainger,138% to 400% of Poverty,1069
2839,2015,Greene,All Incomes,6626
2840,2015,Greene,<= 200% of Poverty,4284
2841,2015,Greene,<= 250% of Poverty,5020
2842,2015,Greene,<= 138% of Poverty,3167
2843,2015,Greene,<= 400% of Poverty,6118
2844,2015,Greene,138% to 400% of Poverty,2951
2845,2015,Grundy,All Incomes,1553
2846,2015,Grundy,<= 200% of Poverty,1108
2847,2015,Grundy,<= 250% of Poverty,1268
2848,2015,Grundy,<= 138% of Poverty,872
2849,2015,Grundy,<= 400% of Poverty,1462
2850,2015,Grundy,138% to 400% of Poverty,590
2851,2015,Hamblen,All Incomes,7414
2852,2015,Hamblen,<= 200% of Poverty,5050
2853,2015,Hamblen,<= 250% of Poverty,5851
2854,2015,Hamblen,<= 138% of Poverty,3938
2855,2015,Hamblen,<= 400% of Poverty,6927
2856,2015,Hamblen,138% to 400% of Poverty,2989
2857,2015,Hamilton,All Incomes,32463
2858,2015,Hamilton,<= 200% of Poverty,19810
2859,2015,Hamilton,<= 250% of Poverty,23381
2860,2015,Hamilton,<= 138% of Poverty,14146
2861,2015,Hamilton,<= 400% of Poverty,28989
2862,2015,Hamilton,138% to 400% of Poverty,14843
2863,2015,Hancock,All Incomes,570
2864,2015,Hancock,<= 200% of Poverty,414
2865,2015,Hancock,<= 250% of Poverty,474
2866,2015,Hancock,<= 138% of Poverty,332
2867,2015,Hancock,<= 400% of Poverty,546
2868,2015,Hancock,138% to 400% of Poverty,214
2869,2015,Hardeman,All Incomes,2094
2870,2015,Hardeman,<= 200% of Poverty,1425
2871,2015,Hardeman,<= 250% of Poverty,1656
2872,2015,Hardeman,<= 138% of Poverty,1085
2873,2015,Hardeman,<= 400% of Poverty,1960
2874,2015,Hardeman,138% to 400% of Poverty,875
2875,2015,Hardin,All Incomes,2819
2876,2015,Hardin,<= 200% of Poverty,1894
2877,2015,Hardin,<= 250% of Poverty,2149
2878,2015,Hardin,<= 138% of Poverty,1456
2879,2015,Hardin,<= 400% of Poverty,2584
2880,2015,Hardin,138% to 400% of Poverty,1128
2881,2015,Hawkins,All Incomes,4926
2882,2015,Hawkins,<= 200% of Poverty,3154
2883,2015,Hawkins,<= 250% of Poverty,3724
2884,2015,Hawkins,<= 138% of Poverty,2249
2885,2015,Hawkins,<= 400% of Poverty,4523
2886,2015,Hawkins,138% to 400% of Poverty,2274
2887,2015,Haywood,All Incomes,1761
2888,2015,Haywood,<= 200% of Poverty,1163
2889,2015,Haywood,<= 250% of Poverty,1340
2890,2015,Haywood,<= 138% of Poverty,841
2891,2015,Haywood,<= 400% of Poverty,1626
2892,2015,Haywood,138% to 400% of Poverty,785
2893,2015,Henderson,All Incomes,2515
2894,2015,Henderson,<= 200% of Poverty,1579
2895,2015,Henderson,<= 250% of Poverty,1869
2896,2015,Henderson,<= 138% of Poverty,1162
2897,2015,Henderson,<= 400% of Poverty,2296
2898,2015,Henderson,138% to 400% of Poverty,1134
2899,2015,Henry,All Incomes,3227
2900,2015,Henry,<= 200% of Poverty,2037
2901,2015,Henry,<= 250% of Poverty,2402
2902,2015,Henry,<= 138% of Poverty,1491
2903,2015,Henry,<= 400% of Poverty,2940
2904,2015,Henry,138% to 400% of Poverty,1449
2905,2015,Hickman,All Incomes,2482
2906,2015,Hickman,<= 200% of Poverty,1589
2907,2015,Hickman,<= 250% of Poverty,1863
2908,2015,Hickman,<= 138% of Poverty,1115
2909,2015,Hickman,<= 400% of Poverty,2263
2910,2015,Hickman,138% to 400% of Poverty,1148
2911,2015,Houston,All Incomes,820
2912,2015,Houston,<= 200% of Poverty,545
2913,2015,Houston,<= 250% of Poverty,625
2914,2015,Houston,<= 138% of Poverty,399
2915,2015,Houston,<= 400% of Poverty,755
2916,2015,Houston,138% to 400% of Poverty,356
2917,2015,Humphreys,All Incomes,1622
2918,2015,Humphreys,<= 200% of Poverty,996
2919,2015,Humphreys,<= 250% of Poverty,1190
2920,2015,Humphreys,<= 138% of Poverty,724
2921,2015,Humphreys,<= 400% of Poverty,1459
2922,2015,Humphreys,138% to 400% of Poverty,735
2923,2015,Jackson,All Incomes,1201
2924,2015,Jackson,<= 200% of Poverty,809
2925,2015,Jackson,<= 250% of Poverty,945
2926,2015,Jackson,<= 138% of Poverty,626
2927,2015,Jackson,<= 400% of Poverty,1123
2928,2015,Jackson,138% to 400% of Poverty,497
2929,2015,Jefferson,All Incomes,5024
2930,2015,Jefferson,<= 200% of Poverty,3167
2931,2015,Jefferson,<= 250% of Poverty,3781
2932,2015,Jefferson,<= 138% of Poverty,2241
2933,2015,Jefferson,<= 400% of Poverty,4585
2934,2015,Jefferson,138% to 400% of Poverty,2344
2935,2015,Johnson,All Incomes,1583
2936,2015,Johnson,<= 200% of Poverty,1050
2937,2015,Johnson,<= 250% of Poverty,1223
2938,2015,Johnson,<= 138% of Poverty,816
2939,2015,Johnson,<= 400% of Poverty,1489
2940,2015,Johnson,138% to 400% of Poverty,673
2941,2015,Knox,All Incomes,40387
2942,2015,Knox,<= 200% of Poverty,24597
2943,2015,Knox,<= 250% of Poverty,29199
2944,2015,Knox,<= 138% of Poverty,17768
2945,2015,Knox,<= 400% of Poverty,35885
2946,2015,Knox,138% to 400% of Poverty,18117
2947,2015,Lake,All Incomes,469
2948,2015,Lake,<= 200% of Poverty,328
2949,2015,Lake,<= 250% of Poverty,373
2950,2015,Lake,<= 138% of Poverty,253
2951,2015,Lake,<= 400% of Poverty,434
2952,2015,Lake,138% to 400% of Poverty,181
2953,2015,Lauderdale,All Incomes,2437
2954,2015,Lauderdale,<= 200% of Poverty,1668
2955,2015,Lauderdale,<= 250% of Poverty,1906
2956,2015,Lauderdale,<= 138% of Poverty,1293
2957,2015,Lauderdale,<= 400% of Poverty,2274
2958,2015,Lauderdale,138% to 400% of Poverty,981
2959,2015,Lawrence,All Incomes,4437
2960,2015,Lawrence,<= 200% of Poverty,2829
2961,2015,Lawrence,<= 250% of Poverty,3345
2962,2015,Lawrence,<= 138% of Poverty,2076
2963,2015,Lawrence,<= 400% of Poverty,4085
2964,2015,Lawrence,138% to 400% of Poverty,2009
2965,2015,Lewis,All Incomes,1372
2966,2015,Lewis,<= 200% of Poverty,906
2967,2015,Lewis,<= 250% of Poverty,1069
2968,2015,Lewis,<= 138% of Poverty,681
2969,2015,Lewis,<= 400% of Poverty,1271
2970,2015,Lewis,138% to 400% of Poverty,590
2971,2015,Lincoln,All Incomes,3110
2972,2015,Lincoln,<= 200% of Poverty,1908
2973,2015,Lincoln,<= 250% of Poverty,2269
2974,2015,Lincoln,<= 138% of Poverty,1335
2975,2015,Lincoln,<= 400% of Poverty,2811
2976,2015,Lincoln,138% to 400% of Poverty,1476
2977,2015,Loudon,All Incomes,5135
2978,2015,Loudon,<= 200% of Poverty,3205
2979,2015,Loudon,<= 250% of Poverty,3776
2980,2015,Loudon,<= 138% of Poverty,2283
2981,2015,Loudon,<= 400% of Poverty,4667
2982,2015,Loudon,138% to 400% of Poverty,2384
2983,2015,McMinn,All Incomes,5032
2984,2015,McMinn,<= 200% of Poverty,3277
2985,2015,McMinn,<= 250% of Poverty,3818
2986,2015,McMinn,<= 138% of Poverty,2290
2987,2015,McMinn,<= 400% of Poverty,4619
2988,2015,McMinn,138% to 400% of Poverty,2329
2989,2015,McNairy,All Incomes,2667
2990,2015,McNairy,<= 200% of Poverty,1794
2991,2015,McNairy,<= 250% of Poverty,2083
2992,2015,McNairy,<= 138% of Poverty,1331
2993,2015,McNairy,<= 400% of Poverty,2468
2994,2015,McNairy,138% to 400% of Poverty,1137
2995,2015,Macon,All Incomes,2851
2996,2015,Macon,<= 200% of Poverty,1865
2997,2015,Macon,<= 250% of Poverty,2193
2998,2015,Macon,<= 138% of Poverty,1391
2999,2015,Macon,<= 400% of Poverty,2657
3000,2015,Macon,138% to 400% of Poverty,1266
3001,2015,Madison,All Incomes,8540
3002,2015,Madison,<= 200% of Poverty,5456
3003,2015,Madison,<= 250% of Poverty,6439
3004,2015,Madison,<= 138% of Poverty,3892
3005,2015,Madison,<= 400% of Poverty,7712
3006,2015,Madison,138% to 400% of Poverty,3820
3007,2015,Marion,All Incomes,2636
3008,2015,Marion,<= 200% of Poverty,1591
3009,2015,Marion,<= 250% of Poverty,1880
3010,2015,Marion,<= 138% of Poverty,1205
3011,2015,Marion,<= 400% of Poverty,2391
3012,2015,Marion,138% to 400% of Poverty,1186
3013,2015,Marshall,All Incomes,3113
3014,2015,Marshall,<= 200% of Poverty,1956
3015,2015,Marshall,<= 250% of Poverty,2351
3016,2015,Marshall,<= 138% of Poverty,1432
3017,2015,Marshall,<= 400% of Poverty,2851
3018,2015,Marshall,138% to 400% of Poverty,1419
3019,2015,Maury,All Incomes,8447
3020,2015,Maury,<= 200% of Poverty,5091
3021,2015,Maury,<= 250% of Poverty,6054
3022,2015,Maury,<= 138% of Poverty,3579
3023,2015,Maury,<= 400% of Poverty,7562
3024,2015,Maury,138% to 400% of Poverty,3983
3025,2015,Meigs,All Incomes,1250
3026,2015,Meigs,<= 200% of Poverty,821
3027,2015,Meigs,<= 250% of Poverty,960
3028,2015,Meigs,<= 138% of Poverty,632
3029,2015,Meigs,<= 400% of Poverty,1149
3030,2015,Meigs,138% to 400% of Poverty,517
3031,2015,Monroe,All Incomes,5183
3032,2015,Monroe,<= 200% of Poverty,3530
3033,2015,Monroe,<= 250% of Poverty,4054
3034,2015,Monroe,<= 138% of Poverty,2659
3035,2015,Monroe,<= 400% of Poverty,4808
3036,2015,Monroe,138% to 400% of Poverty,2149
3037,2015,Montgomery,All Incomes,15248
3038,2015,Montgomery,<= 200% of Poverty,9434
3039,2015,Montgomery,<= 250% of Poverty,11219
3040,2015,Montgomery,<= 138% of Poverty,6378
3041,2015,Montgomery,<= 400% of Poverty,13711
3042,2015,Montgomery,138% to 400% of Poverty,7333
3043,2015,Moore,All Incomes,558
3044,2015,Moore,<= 200% of Poverty,316
3045,2015,Moore,<= 250% of Poverty,386
3046,2015,Moore,<= 138% of Poverty,218
3047,2015,Moore,<= 400% of Poverty,500
3048,2015,Moore,138% to 400% of Poverty,282
3049,2015,Morgan,All Incomes,1711
3050,2015,Morgan,<= 200% of Poverty,1123
3051,2015,Morgan,<= 250% of Poverty,1313
3052,2015,Morgan,<= 138% of Poverty,845
3053,2015,Morgan,<= 400% of Poverty,1573
3054,2015,Morgan,138% to 400% of Poverty,728
3055,2015,Obion,All Incomes,3100
3056,2015,Obion,<= 200% of Poverty,1979
3057,2015,Obion,<= 250% of Poverty,2309
3058,2015,Obion,<= 138% of Poverty,1445
3059,2015,Obion,<= 400% of Poverty,2838
3060,2015,Obion,138% to 400% of Poverty,1393
3061,2015,Overton,All Incomes,2184
3062,2015,Overton,<= 200% of Poverty,1410
3063,2015,Overton,<= 250% of Poverty,1645
3064,2015,Overton,<= 138% of Poverty,1071
3065,2015,Overton,<= 400% of Poverty,2036
3066,2015,Overton,138% to 400% of Poverty,965
3067,2015,Perry,All Incomes,837
3068,2015,Perry,<= 200% of Poverty,560
3069,2015,Perry,<= 250% of Poverty,654
3070,2015,Perry,<= 138% of Poverty,419
3071,2015,Perry,<= 400% of Poverty,784
3072,2015,Perry,138% to 400% of Poverty,365
3073,2015,Pickett,All Incomes,476
3074,2015,Pickett,<= 200% of Poverty,307
3075,2015,Pickett,<= 250% of Poverty,364
3076,2015,Pickett,<= 138% of Poverty,219
3077,2015,Pickett,<= 400% of Poverty,435
3078,2015,Pickett,138% to 400% of Poverty,216
3079,2015,Polk,All Incomes,1620
3080,2015,Polk,<= 200% of Poverty,1030
3081,2015,Polk,<= 250% of Poverty,1224
3082,2015,Polk,<= 138% of Poverty,783
3083,2015,Polk,<= 400% of Poverty,1474
3084,2015,Polk,138% to 400% of Poverty,691
3085,2015,Putnam,All Incomes,8009
3086,2015,Putnam,<= 200% of Poverty,5595
3087,2015,Putnam,<= 250% of Poverty,6351
3088,2015,Putnam,<= 138% of Poverty,4204
3089,2015,Putnam,<= 400% of Poverty,7432
3090,2015,Putnam,138% to 400% of Poverty,3228
3091,2015,Rhea,All Incomes,3359
3092,2015,Rhea,<= 200% of Poverty,2186
3093,2015,Rhea,<= 250% of Poverty,2532
3094,2015,Rhea,<= 138% of Poverty,1603
3095,2015,Rhea,<= 400% of Poverty,3099
3096,2015,Rhea,138% to 400% of Poverty,1496
3097,2015,Roane,All Incomes,4577
3098,2015,Roane,<= 200% of Poverty,2911
3099,2015,Roane,<= 250% of Poverty,3385
3100,2015,Roane,<= 138% of Poverty,2109
3101,2015,Roane,<= 400% of Poverty,4117
3102,2015,Roane,138% to 400% of Poverty,2008
3103,2015,Robertson,All Incomes,6637
3104,2015,Robertson,<= 200% of Poverty,3790
3105,2015,Robertson,<= 250% of Poverty,4597
3106,2015,Robertson,<= 138% of Poverty,2640
3107,2015,Robertson,<= 400% of Poverty,5946
3108,2015,Robertson,138% to 400% of Poverty,3306
3109,2015,Rutherford,All Incomes,27913
3110,2015,Rutherford,<= 200% of Poverty,16710
3111,2015,Rutherford,<= 250% of Poverty,20065
3112,2015,Rutherford,<= 138% of Poverty,11435
3113,2015,Rutherford,<= 400% of Poverty,24973
3114,2015,Rutherford,138% to 400% of Poverty,13538
3115,2015,Scott,All Incomes,2262
3116,2015,Scott,<= 200% of Poverty,1516
3117,2015,Scott,<= 250% of Poverty,1751
3118,2015,Scott,<= 138% of Poverty,1183
3119,2015,Scott,<= 400% of Poverty,2116
3120,2015,Scott,138% to 400% of Poverty,933
3121,2015,Sequatchie,All Incomes,1357
3122,2015,Sequatchie,<= 200% of Poverty,877
3123,2015,Sequatchie,<= 250% of Poverty,1014
3124,2015,Sequatchie,<= 138% of Poverty,657
3125,2015,Sequatchie,<= 400% of Poverty,1218
3126,2015,Sequatchie,138% to 400% of Poverty,561
3127,2015,Sevier,All Incomes,12947
3128,2015,Sevier,<= 200% of Poverty,8438
3129,2015,Sevier,<= 250% of Poverty,9883
3130,2015,Sevier,<= 138% of Poverty,5924
3131,2015,Sevier,<= 400% of Poverty,11877
3132,2015,Sevier,138% to 400% of Poverty,5953
3133,2015,Shelby,All Incomes,110137
3134,2015,Shelby,<= 200% of Poverty,71215
3135,2015,Shelby,<= 250% of Poverty,81540
3136,2015,Shelby,<= 138% of Poverty,51443
3137,2015,Shelby,<= 400% of Poverty,98339
3138,2015,Shelby,138% to 400% of Poverty,46896
3139,2015,Smith,All Incomes,1638
3140,2015,Smith,<= 200% of Poverty,1012
3141,2015,Smith,<= 250% of Poverty,1198
3142,2015,Smith,<= 138% of Poverty,697
3143,2015,Smith,<= 400% of Poverty,1488
3144,2015,Smith,138% to 400% of Poverty,791
3145,2015,Stewart,All Incomes,1268
3146,2015,Stewart,<= 200% of Poverty,794
3147,2015,Stewart,<= 250% of Poverty,937
3148,2015,Stewart,<= 138% of Poverty,581
3149,2015,Stewart,<= 400% of Poverty,1140
3150,2015,Stewart,138% to 400% of Poverty,559
3151,2015,Sullivan,All Incomes,13743
3152,2015,Sullivan,<= 200% of Poverty,8615
3153,2015,Sullivan,<= 250% of Poverty,10140
3154,2015,Sullivan,<= 138% of Poverty,6253
3155,2015,Sullivan,<= 400% of Poverty,12406
3156,2015,Sullivan,138% to 400% of Poverty,6153
3157,2015,Sumner,All Incomes,16182
3158,2015,Sumner,<= 200% of Poverty,8770
3159,2015,Sumner,<= 250% of Poverty,10719
3160,2015,Sumner,<= 138% of Poverty,5825
3161,2015,Sumner,<= 400% of Poverty,14077
3162,2015,Sumner,138% to 400% of Poverty,8252
3163,2015,Tipton,All Incomes,5428
3164,2015,Tipton,<= 200% of Poverty,3068
3165,2015,Tipton,<= 250% of Poverty,3691
3166,2015,Tipton,<= 138% of Poverty,2093
3167,2015,Tipton,<= 400% of Poverty,4763
3168,2015,Tipton,138% to 400% of Poverty,2670
3169,2015,Trousdale,All Incomes,914
3170,2015,Trousdale,<= 200% of Poverty,577
3171,2015,Trousdale,<= 250% of Poverty,681
3172,2015,Trousdale,<= 138% of Poverty,401
3173,2015,Trousdale,<= 400% of Poverty,829
3174,2015,Trousdale,138% to 400% of Poverty,428
3175,2015,Unicoi,All Incomes,1835
3176,2015,Unicoi,<= 200% of Poverty,1218
3177,2015,Unicoi,<= 250% of Poverty,1409
3178,2015,Unicoi,<= 138% of Poverty,912
3179,2015,Unicoi,<= 400% of Poverty,1696
3180,2015,Unicoi,138% to 400% of Poverty,784
3181,2015,Union,All Incomes,2409
3182,2015,Union,<= 200% of Poverty,1623
3183,2015,Union,<= 250% of Poverty,1889
3184,2015,Union,<= 138% of Poverty,1185
3185,2015,Union,<= 400% of Poverty,2236
3186,2015,Union,138% to 400% of Poverty,1051
3187,2015,Van Buren,All Incomes,539
3188,2015,Van Buren,<= 200% of Poverty,367
3189,2015,Van Buren,<= 250% of Poverty,434
3190,2015,Van Buren,<= 138% of Poverty,282
3191,2015,Van Buren,<= 400% of Poverty,508
3192,2015,Van Buren,138% to 400% of Poverty,226
3193,2015,Warren,All Incomes,4952
3194,2015,Warren,<= 200% of Poverty,3342
3195,2015,Warren,<= 250% of Poverty,3843
3196,2015,Warren,<= 138% of Poverty,2501
3197,2015,Warren,<= 400% of Poverty,4608
3198,2015,Warren,138% to 400% of Poverty,2107
3199,2015,Washington,All Incomes,11612
3200,2015,Washington,<= 200% of Poverty,7449
3201,2015,Washington,<= 250% of Poverty,8674
3202,2015,Washington,<= 138% of Poverty,5484
3203,2015,Washington,<= 400% of Poverty,10539
3204,2015,Washington,138% to 400% of Poverty,5055
3205,2015,Wayne,All Incomes,1445
3206,2015,Wayne,<= 200% of Poverty,977
3207,2015,Wayne,<= 250% of Poverty,1121
3208,2015,Wayne,<= 138% of Poverty,738
3209,2015,Wayne,<= 400% of Poverty,1344
3210,2015,Wayne,138% to 400% of Poverty,606
3211,2015,Weakley,All Incomes,2719
3212,2015,Weakley,<= 200% of Poverty,1791
3213,2015,Weakley,<= 250% of Poverty,2101
3214,2015,Weakley,<= 138% of Poverty,1317
3215,2015,Weakley,<= 400% of Poverty,2497
3216,2015,Weakley,138% to 400% of Poverty,1180
3217,2015,White,All Incomes,2825
3218,2015,White,<= 200% of Poverty,1942
3219,2015,White,<= 250% of Poverty,2239
3220,2015,White,<= 138% of Poverty,1435
3221,2015,White,<= 400% of Poverty,2637
3222,2015,White,138% to 400% of Poverty,1202
3223,2015,Williamson,All Incomes,11184
3224,2015,Williamson,<= 200% of Poverty,5450
3225,2015,Williamson,<= 250% of Poverty,6754
3226,2015,Williamson,<= 138% of Poverty,3323
3227,2015,Williamson,<= 400% of Poverty,8987
3228,2015,Williamson,138% to 400% of Poverty,5664
3229,2015,Wilson,All Incomes,10120
3230,2015,Wilson,<= 200% of Poverty,5475
3231,2015,Wilson,<= 250% of Poverty,6739
3232,2015,Wilson,<= 138% of Poverty,3681
3233,2015,Wilson,<= 400% of Poverty,8742
3234,2015,Wilson,138% to 400% of Poverty,5061
3235,time,,IPR_DESC,NUI_PT
3236,2016,Anderson,All Incomes,5550
3237,2016,Anderson,<= 200% of Poverty,3318
3238,2016,Anderson,<= 250% of Poverty,3995
3239,2016,Anderson,<= 138% of Poverty,2349
3240,2016,Anderson,<= 400% of Poverty,4965
3241,2016,Anderson,138% to 400% of Poverty,2616
3242,2016,Bedford,All Incomes,5173
3243,2016,Bedford,<= 200% of Poverty,3253
3244,2016,Bedford,<= 250% of Poverty,3875
3245,2016,Bedford,<= 138% of Poverty,2309
3246,2016,Bedford,<= 400% of Poverty,4709
3247,2016,Bedford,138% to 400% of Poverty,2400
3248,2016,Benton,All Incomes,1431
3249,2016,Benton,<= 200% of Poverty,904
3250,2016,Benton,<= 250% of Poverty,1062
3251,2016,Benton,<= 138% of Poverty,679
3252,2016,Benton,<= 400% of Poverty,1293
3253,2016,Benton,138% to 400% of Poverty,614
3254,2016,Bledsoe,All Incomes,1331
3255,2016,Bledsoe,<= 200% of Poverty,849
3256,2016,Bledsoe,<= 250% of Poverty,982
3257,2016,Bledsoe,<= 138% of Poverty,626
3258,2016,Bledsoe,<= 400% of Poverty,1209
3259,2016,Bledsoe,138% to 400% of Poverty,583
3260,2016,Blount,All Incomes,10388
3261,2016,Blount,<= 200% of Poverty,5986
3262,2016,Blount,<= 250% of Poverty,7232
3263,2016,Blount,<= 138% of Poverty,4013
3264,2016,Blount,<= 400% of Poverty,9216
3265,2016,Blount,138% to 400% of Poverty,5203
3266,2016,Bradley,All Incomes,11037
3267,2016,Bradley,<= 200% of Poverty,6797
3268,2016,Bradley,<= 250% of Poverty,8137
3269,2016,Bradley,<= 138% of Poverty,4824
3270,2016,Bradley,<= 400% of Poverty,9957
3271,2016,Bradley,138% to 400% of Poverty,5133
3272,2016,Campbell,All Incomes,3616
3273,2016,Campbell,<= 200% of Poverty,2327
3274,2016,Campbell,<= 250% of Poverty,2688
3275,2016,Campbell,<= 138% of Poverty,1711
3276,2016,Campbell,<= 400% of Poverty,3327
3277,2016,Campbell,138% to 400% of Poverty,1616
3278,2016,Cannon,All Incomes,1339
3279,2016,Cannon,<= 200% of Poverty,806
3280,2016,Cannon,<= 250% of Poverty,963
3281,2016,Cannon,<= 138% of Poverty,573
3282,2016,Cannon,<= 400% of Poverty,1204
3283,2016,Cannon,138% to 400% of Poverty,631
3284,2016,Carroll,All Incomes,2102
3285,2016,Carroll,<= 200% of Poverty,1292
3286,2016,Carroll,<= 250% of Poverty,1532
3287,2016,Carroll,<= 138% of Poverty,932
3288,2016,Carroll,<= 400% of Poverty,1896
3289,2016,Carroll,138% to 400% of Poverty,964
3290,2016,Carter,All Incomes,5004
3291,2016,Carter,<= 200% of Poverty,3178
3292,2016,Carter,<= 250% of Poverty,3775
3293,2016,Carter,<= 138% of Poverty,2407
3294,2016,Carter,<= 400% of Poverty,4616
